FSN,ID
disorder of keratinisation,277905003
disorder of keratinization,277905003
disorder of keratinization (disorder),277905003
radiographic imaging - action,278110001
radiographic imaging,278110001
techniques radiology,278110001
radiology techniques,278110001
radiographic imaging - action (qualifier value),278110001
radiology technique,278110001
entire body system,278195005
entire body system (body structure),278195005
us,278292003
ultrasound scanning,278292003
sound measurement,278292003
2-dimensional grayscale ultrasound imaging,278292003
testing ultrasound,278292003
scan ultrasound,278292003
"diagnosis, ultrasound",278292003
"ultrasonography, nos",278292003
sonograms,278292003
ultrasound scan,278292003
ultrasound imaging,278292003
"echography, nos",278292003
diagnostics ultrasound,278292003
procedure ultrasound,278292003
diagnostic ultrasounds,278292003
"ultrasound scan, nos",278292003
ultrasonogram,278292003
diagnosis (us),278292003
gen.us,278292003
tests ultrasound,278292003
"sonography, medical",278292003
general ultrasound,278292003
2-dimensional ultrasound imaging,278292003
ultrasound diagnostic procedure,278292003
unlisted us procedure,278292003
"ultrasounds, diagnostic",278292003
diagnostic echography,278292003
diagnostic ultrasound,278292003
ultrasound procedures,278292003
ultrasound studies,278292003
"ultrasound, medical",278292003
medical sonography,278292003
ultrasonography,278292003
diagnostic sonar,278292003
technique ultrasound,278292003
us - ultrasound,278292003
ultrasonography (procedure),278292003
ultrasound techniques,278292003
"unlisted ultrasound procedure (eg, diagnostic, interventional)",278292003
general ultrasound procedures,278292003
ultrasound diagnostic,278292003
echographies,278292003
ultrasound test,278292003
"ultrasound, diagnostic",278292003
"imaging, ultrasound",278292003
"imaging, ultrasonic",278292003
"imagings, ultrasound",278292003
ultrasound imaging - action (qualifier value),278292003
echography,278292003
ultrasonographic imaging,278292003
diagnostic ultrasound procedures,278292003
diagnostic ultrasound procedure,278292003
scans ultrasound,278292003
echotomography,278292003
diagnostic ultrasonography,278292003
ultrasound,278292003
ultrasound technique,278292003
ultrasound studies (procedure),278292003
ultrasounds,278292003
"diagnostic ultrasonography, nos",278292003
ultrasonographic imagings,278292003
"imagings, ultrasonographic",278292003
"ultrasound procedure, nos",278292003
ultrasound imaging/scanning,278292003
ultrasound imaging - action,278292003
sonogram,278292003
2d-us,278292003
ultrasound procedure,278292003
sonography,278292003
uss - ultrasound scan,278292003
"imaging, ultrasonographic",278292003
imaging ultrasound,278292003
ultrasound scan nos,278292003
"unlisted diagnostic ultrasound examination or procedure, explain by report",278292003
ultrasonic imaging,278292003
general clinical state,278844005
general clinical states,278844005
general clinical state (observable entity),278844005
entire mss - musculoskeletal system,278858007
entire musculoskeletal system (body structure),278858007
entire musculoskeletal system,278858007
entire locomotor system,278858007
entire gastrointestinal system,278859004
entire digestive system (body structure),278859004
entire digestive system,278859004
pain at anatomical site,279001004
pain finding at anatomical site,279001004
pain finding at anatomical site (finding),279001004
pain of body region,279001004
"ache, low back",279039007
backache lower,279039007
pain; low back,279039007
low back; pain,279039007
lbp,279039007
lumbar pains,279039007
lower backache (diagnosis),279039007
low back pain (symptom),279039007
low backaches,279039007
lower back pain,279039007
lower back pains,279039007
lumbago nos,279039007
"pain, low back",279039007
"backaches, low",279039007
lumbar back pain,279039007
low back pain,279039007
low back pain (diagnosis),279039007
"back pain, lower",279039007
"pain; back, low",279039007
lumbar pain,279039007
"backache, low",279039007
lumbago syndrome,279039007
lumbago,279039007
low back pain (finding),279039007
"back ache, low",279039007
"back pains, low",279039007
lbp - low back pain,279039007
back pain lumbar,279039007
low back syndrome,279039007
low back ache,279039007
pain;back low,279039007
lower backache,279039007
"aches, low back",279039007
"back pains, lower",279039007
"back pain, low",279039007
nonspecific pain in the lumbar region,279039007
back pain lower back,279039007
"back; pain, low",279039007
"pain, lower back",279039007
backache; low,279039007
"pains, lower back",279039007
"pains, low back",279039007
low; backache,279039007
pain;back;lumbar,279039007
lumbalgia,279039007
syndrome; low back,279039007
dorsopathy low back pain,279039007
lumbago (diagnosis),279039007
low back aches,279039007
low backache,279039007
low back derangement syndrome,279039007
"back aches, low",279039007
low back pains,279039007
pain buttock,279043006
buttock pain,279043006
pain in buttock,279043006
pain in buttock (finding),279043006
buttock pain (symptom),279043006
pain;buttock,279043006
pain in the buttock,279043006
buttocks pain,279043006
pygalgia,279043006
pain in the buttocks,279043006
"pains, musculoskeletal",279069000
musculoskeletal pains,279069000
musculoskeletal pain,279069000
"pain, musculoskeletal",279069000
pain;musculoskeletal,279069000
musculoskeletal pain (finding),279069000
rheumatic pain,279069000
disorder of soft tissue of limb (disorder),280134004
disorder of soft tissue of limb,280134004
disorder of soft tissue of upper limb (disorder),280135003
disorder of soft tissue of upper limb,280135003
disorder of soft tissue of lower limb (disorder),280136002
disorder of soft tissue of lower limb,280136002
regional joint structure,280436005
joint structure of pelvis or upper leg (body structure),280438006
joint structure of pelvis or upper leg,280438006
entire metacarpophalangeal joint,280995004
entire mcpj - metacarpophalangeal joint,280995004
entire metacarpophalangeal joint (body structure),280995004
entire mpj - metacarpophalangeal joint,280995004
regiones dorsalis,281213008
posterior part of body proper,281213008
back,281213008
"back structure, including back of neck",281213008
structure of back of trunk and/or neck (body structure),281213008
back of body proper,281213008
structure of back of trunk and/or neck,281213008
dorsum,281213008
back (of neck and trunk),281213008
back structure,281213008
musculoskeletal structure of limb,281242000
musculoskeletal structure of limb (body structure),281242000
musculoskeletal structure of upper limb,281243005
musculoskeletal structure of upper limb (body structure),281243005
musculoskeletal structure of lower limb (body structure),281244004
musculoskeletal structure of lower limb,281244004
intra-abdominal digestive structure,281501002
intra-abdominal digestive structure (body structure),281501002
exploration,281615006
exploration procedure (procedure),281615006
exploration - action,281615006
exploration procedure,281615006
exploration - action (qualifier value),281615006
adverse reactions,281647001
adverse reaction (diagnosis),281647001
adverse reaction,281647001
adverse reaction (disorder),281647001
adverse effect,281647001
reactions adverse,281647001
family history of disorder,281666001
family history of disorder (situation),281666001
skin of part of digit (body structure),281747007
skin of part of digit,281747007
activity of daily living procedures and interventions,282260003
activities of daily living (adls) treatment,282260003
activity of daily living procedures and interventions (procedure),282260003
microbiology interpretation (observable entity),282288009
microbiology interpretation,282288009
physiological functions and activities,282465005
gross motor functions,282716004
gross motor functions (observable entity),282716004
gross motor function,282716004
function gross motor,282716004
ability to perform hand functions (observable entity),284180008
ability to perform hand functions,284180008
difficulty performing hand functions (finding),284249008
difficulty performing hand functions,284249008
ability to make a fist,284250008
ability to make a fist (observable entity),284250008
difficulty making a fist (finding),284255003
difficulty making a fist,284255003
examination of foot (procedure),284384005
examination of foot,284384005
examination of joint,284393006
joint examination,284393006
examination joint,284393006
examination of joint (procedure),284393006
examination of joint of foot (procedure),284403001
examination of joint of foot,284403001
ability to perform activities of everyday life (observable entity),284545001
ability to perform activities of everyday life,284545001
courses,288524001
course,288524001
courses (qualifier value),288524001
musculoskeletal structure of spine,289959001
musculoskeletal structure of spine (body structure),289959001
corticosteroid therapy,297279009
steroid treatment,297279009
steroid treatments,297279009
steroid therapy,297279009
"therapy, steroid",297279009
administration of steroid,297279009
steroid therapy (procedure),297279009
steroid therapy nos,297279009
joint lesions,298149009
lesion of joint,298149009
lesion of joint (disorder),298149009
lesion; joint,298149009
joint lesion,298149009
joint; lesion,298149009
joint inflammation,298160000
inflammation of the joint(s),298160000
inflammation;joint(s),298160000
inflamed joint,298160000
inflammation of joint (finding),298160000
inflammation of joint,298160000
joints inflammation,298160000
inflammation joints,298160000
inflammation; joint,298160000
inflamed joints,298160000
joint; inflammation,298160000
observation of joint mobility,298179002
observation of joint movement,298179002
finding of joint movement,298179002
finding of joint movement (finding),298179002
finding of range of joint movement,298180004
observation of range of joint movement,298180004
finding of range of joint movement (finding),298180004
observation of sensation of joint,298249004
finding of sensation of joint (finding),298249004
finding of sensation of joint,298249004
finding of measures of joint,298262000
observation of measures of joint,298262000
finding of measures of joint (finding),298262000
lesion of skeletal muscle,298277008
lesion of skeletal muscle (disorder),298277008
lesion of skeletal muscle structure,298277008
finding of movement (finding),298325004
observation of movement,298325004
finding of movement,298325004
finding of spinal region (finding),298379008
observation of spinal region,298379008
finding of spinal region,298379008
finding of sensation of upper limb (finding),298750003
finding of sensation of upper limb,298750003
observation of sensation of upper limb,298750003
swelling of the hands,299037003
hands swell,299037003
swollen hand,299037003
hands swelled,299037003
hand; swelling,299037003
hand swell,299037003
swollen hands,299037003
swelling of hand (physical finding),299037003
swelling of hands,299037003
hand swelling,299037003
swelling; hand,299037003
swelling of hand,299037003
swelling of hand (finding),299037003
observation of musculoskeletal structure of digit of hand,299055007
finding of musculoskeletal structure of digit of hand,299055007
finding of musculoskeletal structure of digit of hand (finding),299055007
swollen finger,299060006
fingers swell,299060006
of finger swelling,299060006
swelling fingers,299060006
swelling of finger (finding),299060006
fingers swelling,299060006
swollen fingers,299060006
finger(s); swelling,299060006
swelling finger,299060006
swelling of fingers,299060006
finger swelling,299060006
swelling of finger,299060006
fingers swelled,299060006
fingers swollen,299060006
swelling of finger (physical finding),299060006
swelling; finger,299060006
finger swollen,299060006
hip joint finding (finding),299231009
hip joint observation,299231009
hip joint finding,299231009
swelling of body structure,300872008
swelling of body structure (finding),300872008
swelling of musculoskeletal structure (finding),300887003
swelling of musculoskeletal structure,300887003
swelling of body region (finding),300888008
swelling of body region,300888008
pain of truncal structure (finding),301366005
pain of truncal structure,301366005
musculoskeletal structure of foot (body structure),301894008
musculoskeletal structure of foot,301894008
musculoskeletal structure of hand (body structure),302158005
musculoskeletal structure of hand,302158005
inflammation of large intestine (disorder),302168000
inflammation of large intestine,302168000
inflammation of the large intestine,302168000
physical assessment (procedure),302199004
rnix physical examination,302199004
physical exams,302199004
pe - physical examination,302199004
"exam, physical",302199004
"exams, physical",302199004
assessment physical,302199004
physical examination procedure,302199004
physical exam,302199004
physical examinations,302199004
"physical examination, nos",302199004
"physical assessment, nos",302199004
general physical examination,302199004
physical examination -action,302199004
physical exam performed,302199004
clinical examination,302199004
patient examination,302199004
examination,302199004
examinations,302199004
"clinical examination, nos",302199004
rnix physical examination (treatment),302199004
"examinations, physical",302199004
examination - action (qualifier value),302199004
physical examination nos,302199004
physical,302199004
"examination, physical",302199004
physical exam (treatment),302199004
clinical examination - action,302199004
physical examination,302199004
examination of patient,302199004
examination - action,302199004
physical examination procedures,302199004
physical examination procedure (procedure),302199004
assessments physical,302199004
examination procedure,302199004
assessment,302199004
clinical examinations,302199004
physical assessment,302199004
ultrasound - action (qualifier value),302204005
ultrasound - action,302204005
musculoskeletal functions and activities,302252000
musculoskeletal functions and activities (navigational concept),302252000
back problem (finding),302258001
back problem,302258001
back problems,302258001
observation of trunk structure,302292003
finding of trunk structure,302292003
finding of trunk structure (finding),302292003
finger joints,302534004
hand interphalangeal joint,302534004
finger interphalangeal joints,302534004
joint of finger,302534004
finger interphalangeal joint,302534004
of finger joint,302534004
finger joint structure (body structure),302534004
finger joint structure,302534004
"interphalangeal joint of hand, nos",302534004
interphalangeal joint of the hand,302534004
interphalangeal joint of hand structure,302534004
structure of interphalangeal joint of finger,302534004
"joints, finger",302534004
ip joints,302534004
fingers joints,302534004
interphalangeal joint of hand structure (body structure),302534004
ipj - interphalangeal joint of finger,302534004
"joint, finger",302534004
interphalangeal joint of hand,302534004
ip joint,302534004
structure of interphalangeal joint of finger (body structure),302534004
interphalangeal joint of finger,302534004
finger joint,302534004
articulationes interphalangeae manus,302534004
joint finger,302534004
interphalangeal joints of hand,302534004
hand interphalangeal joints,302534004
set of interphalangeal joints of hand,302534004
entire mtp - metatarsophalangeal joint,302535003
entire metatarsophalangeal joint,302535003
entire metatarsophalangeal joint (body structure),302535003
entire mtpj - metatarsophalangeal joint,302535003
entire joint,302536002
jt - joint,302536002
entire joint (body structure),302536002
joint,302536002
entire abdomen,302553009
entire abdomen (body structure),302553009
family members,303071001
^family member,303071001
family member,303071001
family person,303071001
familymember,303071001
person in the family (person),303071001
person in the family,303071001
family people,303071001
people in the family,303071001
regional spinal joint structure,303099005
regional spinal joint structure (body structure),303099005
special disorder atoms,303102005
special disorder atoms (qualifier value),303102005
disease phases,303105007
disease phase,303105007
disease phases (qualifier value),303105007
disease phase (attribute),303105007
people in the healthcare environment,303118004
person in the healthcare environment,303118004
person in the healthcare environment (person),303118004
entire interphalangeal joint of hand (body structure),303280009
entire interphalangeal joint of hand,303280009
plain film of body region,303927002
regional back structure (body structure),304035006
regional back structure,304035006
entire joint of lower limb,304573000
entire joint of lower limb (body structure),304573000
structure of joint of digit of hand,304575007
joint of digit of hand,304575007
structure of joint of digit of hand (body structure),304575007
referral for diagnostic investigation (procedure),306228005
referral for diagnostic investigation,306228005
bone and/or joint structure (body structure),306721000
bone and/or joint structure,306721000
bone and joint structures,306721000
upper extremity paw (body structure),307113009
forefoot,307113009
manus,307113009
"forepaw, nos",307113009
upper extremity paw,307113009
structure of wrist and/or hand,307113009
wrist and hand structures,307113009
ff - forefoot,307113009
forepaw,307113009
structure of wrist and/or hand (body structure),307113009
personal history observations,307294006
personal history finding,307294006
personal history finding (finding),307294006
pathologic processes,308489006
"processes, pathological",308489006
pathologic process,308489006
pathological processes,308489006
pathological process,308489006
pathological disorders,308489006
pathological disorder,308489006
"processes, pathologic",308489006
pathological process (qualifier value),308489006
pathological process (attribute),308489006
"activities, functions and processes (navigational concept)",308915003
"activities, functions and processes",308915003
temporal measure of symptom,308928005
temporal measure of symptom (observable entity),308928005
raised biochemistry finding (navigational concept),309241005
raised biochemistry findings,309241005
raised biochemistry finding,309241005
medical doctor,309343006
doctors,309343006
medical doctors,309343006
physician,309343006
occupation: physician,309343006
physicians,309343006
doctor,309343006
occupation: physician (history),309343006
physician (occupation),309343006
roleclassphysician,309343006
musculoskeletal system structure of digit (body structure),310791006
musculoskeletal structure of digit,310791006
musculoskeletal system structure of digit,310791006
musculoskeletal structure of digit of hand (body structure),310792004
musculoskeletal structure of digit of hand,310792004
diseases of the musculoskeletal system and connective tissues,312225001
musculoskeletal and connective tissue disorders,312225001
diseases of the musculoskeletal system and connective tissues: general terms,312225001
diseases of the musculoskeletal system and connective tissue (m00-m99),312225001
musculoskeletal and connective tissue disorder (disorder),312225001
musculoskeletal and connective tissue diseases,312225001
diseases of the musculoskeletal system and connective tissue,312225001
musculoskeletal and connective tissue disorder,312225001
magnetic resonance imaging (procedure),312250003
"medical imaging, magnetic resonance / nuclear magnetic resonance",312250003
nuclear magnetic resonance imaging,312250003
magnetic resonance,312250003
mri,312250003
mri scan (procedure),312250003
steady-state free precession mri,312250003
nuclear magnetic resonance,312250003
"magnetic resonance imaging, nos",312250003
imaging magnetic nuclear resonance,312250003
mr - magnetic resonance,312250003
mri scan,312250003
magnetic resonance imaging - action,312250003
magnetic resonance imaging scan,312250003
magnetic resonance imaging service (procedure),312250003
magnetic resonance imaging,312250003
"mri, nos",312250003
magnetic resonance imaging service,312250003
"imaging, nmr",312250003
magnetic resonance imaging [mri],312250003
mr tomography,312250003
mri - magnetic resonance imaging,312250003
"tomography, mr",312250003
nmr - nuclear magnetic resonance,312250003
zeugmatography,312250003
nmr tomography,312250003
magnetic resonance study,312250003
"imaging, magnetic resonance",312250003
"tomography, nmr",312250003
magnetic resonance imaging - action (qualifier value),312250003
nmr,312250003
mr,312250003
steady state free precession mri,312250003
nmr imaging,312250003
nmri,312250003
magnetic resonance technique,312250003
mr imaging,312250003
magnetic resonance imaging (mri),312250003
magnetic resonance tomography,312250003
computed tomography imaging,312251004
computed tomography imaging - action,312251004
computed tomography imaging - action (qualifier value),312251004
computed tomography technique,312251004
plain x-ray imaging,312254007
plain radiography technique,312254007
plain x-ray imaging - action,312254007
plain x-ray techniques,312254007
plain film technique,312254007
plain x-ray technique,312254007
plain x-ray imaging - action (qualifier value),312254007
radionuclide imaging - action (qualifier value),312421008
radionuclide imaging - action,312421008
radionuclide imaging,312421008
radionuclide technique,312421008
bone and/or joint structure of limb (body structure),312564004
bone and joint structure of limb,312564004
bone and/or joint structure of limb,312564004
joint structure of limb,312683002
joint structure of limb (body structure),312683002
structure of regional musculoskeletal system (body structure),312717002
regional musculoskeletal structure,312717002
structure of regional musculoskeletal system,312717002
joint of ankle and foot,312816002
joint structure of ankle and/or foot (body structure),312816002
foot ankle joint,312816002
ankle foot joint,312816002
joint structure of ankle and/or foot,312816002
joint structure of ankle and foot,312816002
enthesopathy of lower limb (disorder),312836001
enthesopathy of lower limb,312836001
lower limb; enthesopathy,312836001
"muscle; disease, attachments, lower limb",312836001
"disease (or disorder); muscle, attachments, lower limb",312836001
"enthesopathy of lower limb, unspecified",312836001
"ligament; disorder ligamentous attachments, lower limb",312836001
enthesopathy; lower limb,312836001
"disease (or disorder); ligament, ligament, attachments, lower limb",312836001
history of disorder,312850006
h/o: disorder,312850006
history of disorder (situation),312850006
medical record reviews,312853008
medical records review (procedure),312853008
medical records review,312853008
medical record review,312853008
finding of digit of hand,313132009
observation of digit of hand,313132009
finding of digit of hand (finding),313132009
finding of finger (finding),313133004
observation of finger,313133004
finding of finger,313133004
disease risks,313424005
disorder risk,313424005
at risk of disease,313424005
at increased risk of disease (finding),313424005
risk for disease,313424005
disorders risk,313424005
diseases risk,313424005
at increased risk of disease,313424005
disease risk,313424005
autoantibody level,314067002
autoantibody measurement,314067002
autoantibody measurement (procedure),314067002
autoantibodies test,314067002
autoantibodies (lab test),314067002
autoantibody test,314067002
autoantibody nos,314067002
autoantibodies,314067002
nail,314410003
"nail, nos",314410003
human nail structure,314410003
nail plate structure,314410003
nail plate structure (body structure),314410003
unguis,314410003
nail apparatus,314410003
nail structure,314410003
nails (anatomy),314410003
structure of nails,314410003
nail plate,314410003
nail plates,314410003
nails,314410003
examination by method,315306007
examination by method (procedure),315306007
examination method,315306007
anti-inflammatory drugs,330901000
anti inflammatories,330901000
anti-inflammatory agents,330901000
anti-inflammatory agent [tc],330901000
anti-inflammatories,330901000
antiinflammatory agent,330901000
medicinal product acting as antiinflammatory agent (product),330901000
"anti-inflammatory agent, nos",330901000
anti inflammatory drugs,330901000
"agents, anti inflammatory",330901000
"agents, anti-inflammatory",330901000
anti inflammatory agents,330901000
anti inflammatory agent,330901000
anti-inflammatory agent,330901000
"agents, antiinflammatory",330901000
"agent, anti-inflammatory",330901000
anti-inflammatory drugs (medication),330901000
anti-inflammatory,330901000
anti inflammatory drug,330901000
antiinflammatory,330901000
antiinflammatories,330901000
antiinflammatory agents,330901000
"agent, antiinflammatory",330901000
synovial joint structure,334886004
joint synovial,334886004
articulatio synoviale,334886004
synovial joint structure (body structure),334886004
diarthrosis,334886004
synovial joint,334886004
joints synovial,334886004
junctura synovialis,334886004
enthesitis,359643005
inflammation of sharpey fibers,359643005
enthesitis (disorder),359643005
inflammation of sharpey fibres,359643005
light scatter measurement,359838000
light scatter measurement (procedure),359838000
turbidity test,359838000
"nephelometric measurement, nos",359838000
nephelometry (qualifier value),359838000
"light scatter measurement, nos",359838000
light scattering measurement,359838000
"nephelometry, test method using light",359838000
nephelometric measurement,359838000
nephelometry,359838000
"nephelometry, nos",359838000
"turbidity test, nos",359838000
nephelometry (lab test),359838000
imaging method,360037004
imaging - action (qualifier value),360037004
imaging - action,360037004
imaging modalities,360037004
{imaging modality},360037004
imaging methods,360037004
imaging modality,360037004
monitoring - action,360152008
monitoring,360152008
monitoring - action (qualifier value),360152008
entire digit (body structure),361367007
entire digit,361367007
entire integumentary system,361692004
entire integumentary system (body structure),361692004
entire skin and subcutaneous tissue (body structure),361714009
entire skin and subcutaneous tissue,361714009
entire axial skeleton (body structure),361725000
entire axial skeleton,361725000
axial skeleton,361725000
entire skeletal muscle system,361808006
entire skeletal muscle system (body structure),361808006
entire articular system,361827000
entire articular system (body structure),361827000
entire joint of shoulder region (body structure),361835002
entire joint of shoulder region,361835002
entire back of abdominopelvic segment of trunk (body structure),362667004
entire back of abdominopelvic segment of trunk,362667004
entire lower back,362667004
entire lower body (body structure),362875007
entire lower body,362875007
entire serous sac (body structure),362890006
entire serous sac,362890006
procedure by site (procedure),362958002
procedure by site,362958002
procedure by intent,362961001
procedure by intent (procedure),362961001
disorder of body system (disorder),362965005
disorder of body system,362965005
degenerative disorder (disorder),362975008
degenerative disorder (diagnosis),362975008
degenerative disorder,362975008
degenerative disease,362975008
degenerative disorders,362975008
qualifier value,362981000
qualifier value (qualifier value),362981000
inflammation of skin and/or subcutaneous tissue,363168001
inflammation of skin and/or subcutaneous tissue (disorder),363168001
inflammation of skin and/or subcutaneous tissue (diagnosis),363168001
inflammation of specific body organs (disorder),363169009
inflammation of specific body organs,363169009
inflammation of specific body structures or tissue,363170005
inflammatory disorder of specific body structures or tissue,363170005
inflammatory disorder of specific body structures or tissue (diagnosis),363170005
inflammation of specific body structures or tissue (disorder),363170005
inflammation of specific body systems,363171009
inflammation of specific body systems (disorder),363171009
inflammatory disorder of extremity (diagnosis),363175000
inflammatory disorder of extremity,363175000
inflammatory disorder of extremity (disorder),363175000
inflammatory disorder of head (diagnosis),363176004
inflammatory disorder of head (disorder),363176004
inflammatory disorder of head,363176004
inflammatory disorder of musculoskeletal system (disorder),363179006
inflammatory disorder of musculoskeletal system,363179006
purpose,363675004
purposes,363675004
intents,363675004
intents (nature of procedure values) (qualifier value),363675004
purpose (attribute),363675004
intents (nature of procedure values),363675004
"diagnostic imaging, not elsewhere classified",363679005
imaging,363679005
clinical imaging,363679005
"diagnostic imaging, nos",363679005
"imaging, diagnostic",363679005
diagnostic imaging,363679005
imaging (procedure),363679005
xr,363680008
diagnostic radiology (diagnostic imaging) procedures,363680008
"x ray, diagnostic",363680008
general diagnostic radiographic procedures,363680008
diagnostic radiologic examination,363680008
medical imaging,363680008
"x-ray, nos",363680008
radiographies,363680008
diagnosis rays x,363680008
diagnostic radiography,363680008
x ray,363680008
conventional x-ray,363680008
roentgenography,363680008
x-ray procedure,363680008
diagnostic x-ray,363680008
diagnostic x-ray radiology,363680008
diagnostic radiology,363680008
"medical imaging, x-ray",363680008
"x ray radiology, diagnostic",363680008
"radiology, diagnostic x-ray",363680008
radiographic imaging procedure,363680008
radiology diagnostic,363680008
x-ray imaging,363680008
"radiology, diagnostic x ray",363680008
diagnostic x ray radiology,363680008
radiologic examination,363680008
radiology,363680008
radiography,363680008
"x-ray, diagnostic",363680008
x-rays,363680008
radiographic imaging procedure (procedure),363680008
radiology;diagnostic,363680008
"diagnostic radiography, nos",363680008
x-ray,363680008
x ray diagnosis,363680008
diagnostics radiology,363680008
diagnostic x ray,363680008
diagnostic x-rays,363680008
diagnostic imaging procedure using x-rays,363680008
xray,363680008
"x-rays, diagnostic",363680008
"x-ray radiology, diagnostic",363680008
"diagnostic radiologic examination, nos",363680008
navigational concept,363743006
navigational concept (navigational concept),363743006
observable entity,363787002
observable entity (observable entity),363787002
clinical history/examination observable,363788007
clinical history/examination observable (observable entity),363788007
general characteristic of patient,363789004
general characteristic of patient (observable entity),363789004
general characteristic of appearance (observable entity),363790008
general characteristic of appearance,363790008
neurological observable,363820009
neurological observable (observable entity),363820009
movement observable (observable entity),363847004
movement observable,363847004
skin observable,364528001
skin observable (observable entity),364528001
skin colour,364533002
skin colouring,364533002
colour of skin,364533002
color of skin (observable entity),364533002
color of skin,364533002
skin color,364533002
skin coloring,364533002
musculoskeletal observable,364561008
musculoskeletal observable (observable entity),364561008
joint observable (observable entity),364562001
joint observable,364562001
function joint,364563006
joint movement,364563006
joint movements,364563006
joints mobile,364563006
joint mobilizations,364563006
functions joint,364563006
joint mobilisation,364563006
joint function,364563006
joint mobilization (observable entity),364563006
mobile joint,364563006
joints movement,364563006
joint movement (observable entity),364563006
function joints,364563006
joint mobilization,364563006
range-of-motion tests and/or measurements,364564000
joints--range of motion,364564000
range of joint movement,364564000
joint range of movement,364564000
"range of motion, articular",364564000
range of motion,364564000
joint flexibility,364564000
range of joint movement (observable entity),364564000
joint mobility,364564000
mobility,364564000
joint range of motion,364564000
range of joint motion,364564000
"flexibility, joint",364564000
measure of joint (observable entity),364566003
measure of joint,364566003
pain / sensation observable (observable entity),364624006
pain / sensation observable,364624006
hematology observable (observable entity),364709006
haematology observable,364709006
hematology observable,364709006
temporal observable,364713004
temporal observable (observable entity),364713004
finding related to ability to perform hand functions (finding),364972005
finding related to ability to perform hand functions,364972005
finding related to ability to make a fist (finding),364975007
finding related to ability to make a fist,364975007
autoantibody level,365584005
autoantibody level - finding,365584005
finding of autoantibody level (finding),365584005
finding of autoantibody level,365584005
specific antibody level,365585006
specific antibody level - finding,365585006
finding of specific antibody level,365585006
finding of specific antibody level (finding),365585006
finding of rheumatoid factor level (finding),365600008
rheumatoid factor level,365600008
finding of rheumatoid factor level,365600008
rheumatoid factor level - finding,365600008
erythrocyte sedimentation rate,365649001
"sedimentation rate, erythrocyte",365649001
sedimentation rate; erythrocyte,365649001
"sedimentation rates, erythrocyte",365649001
"rates, erythrocyte sedimentation",365649001
finding of erythrocyte sedimentation rate (finding),365649001
erythrocyte sedimentation rate - finding,365649001
esr,365649001
esr - erythrocyte sedimentation rate,365649001
erythrocyte sedimentation rates,365649001
finding of erythrocyte sedimentation rate,365649001
"rate, erythrocyte sedimentation",365649001
protein level,365799007
protein level - finding,365799007
finding of protein level,365799007
finding of protein level (finding),365799007
history finding,365854008
history finding (finding),365854008
general clinical state finding,365860008
general clinical state finding (finding),365860008
number of joints involved - finding,366721008
finding of number of joints involved (finding),366721008
finding of number of joints involved,366721008
insidious onset (attribute),367326009
insidious onset,367326009
evaluation of response to medications,370807008
evaluate med response,370807008
evaluates response to medications,370807008
evaluation of response to medications (procedure),370807008
evaluating response to medication,370807008
arthritis spine,371082009
spine osteoarthritis,371082009
arthritis of the spine,371082009
arthritis spinal,371082009
spondylarthritis,371082009
arthritis of spine (disorder),371082009
arthritis of spine,371082009
osteoarthritis spine,371082009
spinal arthritides,371082009
osteoarthritis of spine,371082009
spondyloarthritis (disorder),371082009
arthritis;spine,371082009
spine arthritis,371082009
spondyloarthritis,371082009
spondylitis,371082009
inflammatory spondylopathy,371082009
spondyloarthritis syndrome,371082009
"arthritis, spinal",371082009
spondylarthritides,371082009
osteoarthritis spinal,371082009
spondarthritis,371082009
spinal osteoarthritis,371082009
spinal arthritis,371082009
eyeballs,371398005
oculus,371398005
orbital part of face,371398005
bulbus oculi,371398005
structure of eye proper (body structure),371398005
eye,371398005
ocular structure,371398005
eye structure,371398005
optic,371398005
eye (anatomy),371398005
structure of orbital region (body structure),371398005
structure of eye proper,371398005
ophthalmology and optometry,371398005
ocular,371398005
orbital region structure,371398005
"eye, nos",371398005
ophthalmic,371398005
eye region structure (body structure),371398005
structure of orbital region,371398005
structure of eyeball,371398005
eyeball,371398005
eye region structure,371398005
globe,371398005
eyeball structure,371398005
regio orbitalis,371398005
?eye,371398005
orbital region,371398005
eyes,371398005
eye diseases,371405004
diseases and syndromes of eye,371405004
eye disorder (nos),371405004
disorder of eye proper (disorder),371405004
occular disease,371405004
eye disease or syndrome,371405004
disorder eye,371405004
"disease of eye, nos",371405004
eye disorders,371405004
unspecified disorder of globe,371405004
diseases of the eye,371405004
eye--diseases,371405004
disorder of eye,371405004
disorders of globe,371405004
unspecified disorder of eye,371405004
general eye diseases and syndromes,371405004
ophthalmological disorder,371405004
ophthalmopathy nos,371405004
eye disorder nos,371405004
disorder of globe,371405004
disease (or disorder); eyeball,371405004
eye disease,371405004
globe disorder,371405004
disorders affecting the globe,371405004
eye disorder,371405004
disease;eye,371405004
disease of eyeball,371405004
oculopathy,371405004
disorders of globe (diagnosis),371405004
"disorder of globe, unspecified",371405004
ophthalmic disorders,371405004
"disorder of eye, unspecified",371405004
disorders of the globe,371405004
disorder of eye proper,371405004
eye disorders (diagnosis),371405004
"disorder of globe, nos",371405004
eye; disorder,371405004
ophthalmopathy,371405004
disorder of eyeball,371405004
nuclear medicine,371572003
nuclear medicine procedure (procedure),371572003
nm,371572003
nuclear medicine procedure,371572003
"radionuclide procedure, nos",371572003
